name,imgSrc,categories,dealType,digitalCoupon,isSelected
"Chex Mix Snack Mix, Bugles, or Gardetto's",https://raw.githubusercontent.com/Galigos162/publix-bogo-data/main/images/chex_mix_snack_mix_bugles_or_gardettos.jpg,Grocery,BOGO,,false
Clio Greek Yogurt Bar,https://raw.githubusercontent.com/Galigos162/publix-bogo-data/main/images/clio_greek_yogurt_bar.jpg,Dairy,BOGO,,false
Columbus Charcuterie Trio,https://raw.githubusercontent.com/Galigos162/publix-bogo-data/main/images/columbus_charcuterie_trio.jpg,Deli,BOGO,,false
Crystal Light Drink Mix,https://raw.githubusercontent.com/Galigos162/publix-bogo-data/main/images/crystal_light_drink_mix.jpg,Grocery,BOGO,,false
Dawn Sponge,https://raw.githubusercontent.com/Galigos162/publix-bogo-data/main/images/dawn_sponge.jpg,Non-Foods,BOGO,,false
Eckrich Polska Kielbasa,https://raw.githubusercontent.com/Galigos162/publix-bogo-data/main/images/eckrich_polska_kielbasa.jpg,Meat,BOGO,,false
Eggo Waffles,https://raw.githubusercontent.com/Galigos162/publix-bogo-data/main/images/eggo_waffles.jpg,Frozen Food,BOGO,,false
Fage Sour Cream,https://raw.githubusercontent.com/Galigos162/publix-bogo-data/main/images/fage_sour_cream.jpg,Dairy,BOGO,,false
Farmrich Appetizers,https://raw.githubusercontent.com/Galigos162/publix-bogo-data/main/images/farmrich_appetizers.jpg,Frozen Food,BOGO,,false
Fisher Chef's Naturals Pecans or Walnuts,https://raw.githubusercontent.com/Galigos162/publix-bogo-data/main/images/fisher_chefs_naturals_pecans_or_walnuts.jpg,Grocery,BOGO,,false
Flybird Strawberry Margarita Wine Cocktail,https://raw.githubusercontent.com/Galigos162/publix-bogo-data/main/images/flybird_strawberry_margarita_wine_cocktail.jpg,Beer & Wine,BOGO,,false
Friskies Party Mix Cat Treats,https://raw.githubusercontent.com/Galigos162/publix-bogo-data/main/images/friskies_party_mix_cat_treats.jpg,Pet,BOGO,,false
Galbani Ricotta Cheese,https://raw.githubusercontent.com/Galigos162/publix-bogo-data/main/images/galbani_ricotta_cheese.jpg,Dairy,BOGO,,false
