name,imgSrc,categories,dealType,digitalCoupon,isSelected
Purina One Smartblend Premium Cat Food,/images/purina_one_smartblend_premium_cat_food.jpg,Pet,BOGO,,false
Pup-Peroni Dog Treats,/images/pupperoni_dog_treats.jpg,Pet,BOGO,,false
Amara Organic Smoothie Melts,/images/amara_organic_smoothie_melts.jpg,Baby,BOGO,,false
Pampers Wipes,/images/pampers_wipes.jpg,Baby,BOGO,,false
Peds Socks,/images/peds_socks.jpg,Non-Foods,BOGO,,false
Muffins,/images/muffins.jpg,Bakery,BOGO,,false
Glaceau Vitaminwater,/images/glaceau_vitaminwater.jpg,Grocery,BOGO,,false
Ithaca Hummus,/images/ithaca_hummus.jpg,Deli,BOGO,,false
Lindy's Homemade Italian Ice,/images/lindys_homemade_italian_ice.jpg,Frozen Food,BOGO,,false
Post Cereal-All,/images/post_cerealall.jpg,Grocery,BOGO,,false
Margaritaville Shrimp Appetizers,/images/margaritaville_shrimp_appetizers.jpg,Frozen Food,BOGO,,false
Texas Meat Company Marinated Chicken,/images/texas_meat_company_marinated_chicken.jpg,Meat,BOGO,,false
Brookwood Farms Beef Brisket,/images/brookwood_farms_beef_brisket.jpg,Protein|Meat,BOGO,,false
Red Raspberries,/images/red_raspberries.jpg,Produce,BOGO,,false
Rockit Apples,/images/rockit_apples.jpg,Produce,BOGO,,false
Hot House Cucumbers,/images/hot_house_cucumbers.jpg,Produce,BOGO,,false
Fresh Attitude Salads,/images/fresh_attitude_salads.jpg,Produce,BOGO,,false
Phalaenopsis Orchids,/images/phalaenopsis_orchids.jpg,Floral,BOGO,,false
Litehouse Dressing & Dip,/images/litehouse_dressing_dip.jpg,Produce,BOGO,,false
Fiorucci Antipasti Salami & Aged Cheddar,/images/fiorucci_antipasti_salami_aged_cheddar.jpg,Deli,BOGO,,false
New York Style Bagel Crisps,/images/new_york_style_bagel_crisps.jpg,Deli,BOGO,,false
Clam Shack Chowder,/images/clam_shack_chowder.jpg,Deli,BOGO,,false
Sabra Hummus,/images/sabra_hummus.jpg,Deli,BOGO,,false
Callaway Blue Spring Water,/images/callaway_blue_spring_water.jpg,Grocery,BOGO,,false
8-Pack Pepsi Products,/images/8pack_pepsi_products.jpg,Grocery,BOGO,Save $3.00 with digital coupon,false
La Banderita Flour Tortillas,/images/la_banderita_flour_tortillas.jpg,Grocery,BOGO,,false
Nutty & Fruity Mango,/images/nutty_fruity_mango.jpg,Produce,BOGO,,false
Athenos Traditional Crumbled Feta Cheese,/images/athenos_traditional_crumbled_feta_cheese.jpg,Deli,BOGO,,false
6-Pack Pepsi Products,/images/6pack_pepsi_products.jpg,Grocery,BOGO,Save $3.00 with digital coupon,false
Bai Antioxidant Beverage,/images/bai_antioxidant_beverage.jpg,Grocery,BOGO,,false
GT's Organic Immortal Shot,/images/gts_organic_immortal_shot.jpg,Produce,BOGO,,false
Mission Tortilla Chips,/images/mission_tortilla_chips.jpg,Grocery,BOGO,,false
Stonefire Naan,/images/stonefire_naan.jpg,Deli,BOGO,,false
Humm Kombucha,/images/humm_kombucha.jpg,Produce,BOGO,,false
Lunchables Uploaded,/images/lunchables_uploaded.jpg,Meat,BOGO,,false
Galbani Fresh Mozzarella Cheese,/images/galbani_fresh_mozzarella_cheese.jpg,Deli,BOGO,,false
King's Hawaiian Rolls,/images/kings_hawaiian_rolls.jpg,Deli,BOGO,,false
Harmless Harvest Organic Coconut Water,/images/harmless_harvest_organic_coconut_water.jpg,Produce,BOGO,,false
Sue Bee Honey,/images/sue_bee_honey.jpg,Grocery,BOGO,,false
Joseph's Lavash Bread,/images/josephs_lavash_bread.jpg,Deli,BOGO,,false
Blue Plate Mayonnaise,/images/blue_plate_mayonnaise.jpg,Grocery,BOGO,,false
Perdue Breaded Chicken Breast Strips,/images/perdue_breaded_chicken_breast_strips.jpg,Meat,BOGO,,false
Sabra Guacamole,/images/sabra_guacamole.jpg,Deli,BOGO,,false
Siete Grain Free Cookies,/images/siete_grain_free_cookies.jpg,Grocery,BOGO,,false
Philly Gourmet Sandwich Steaks,/images/philly_gourmet_sandwich_steaks.jpg,Meat,BOGO,,false
Perdue Simply Smart Breaded Chicken Breasts,/images/perdue_simply_smart_breaded_chicken_breasts.jpg,Meat,BOGO,,false
Armour Meatballs,/images/armour_meatballs.jpg,Meat,BOGO,,false
Kool-Aid Jammers Juice Drink,/images/koolaid_jammers_juice_drink.jpg,Grocery,BOGO,,false
Purina Fancy Feast Gourmet Cat Food,/images/purina_fancy_feast_gourmet_cat_food.jpg,Pet,BOGO,,false
David Sunflower Seeds,/images/david_sunflower_seeds.jpg,Produce,BOGO,,false
Mission Yellow Corn Tortillas,/images/mission_yellow_corn_tortillas.jpg,Grocery,BOGO,,false
Marie Callender's Chicken Pot Pie,/images/marie_callenders_chicken_pot_pie.jpg,Frozen Food,BOGO,,false
Yucatan Guacamole,/images/yucatan_guacamole.jpg,Produce,BOGO,,false
Summ! Gyoza Dumplings,/images/summ_gyoza_dumplings.jpg,Deli,BOGO,,false
Purina Beneful Dog Food,/images/purina_beneful_dog_food.jpg,Pet,BOGO,,false
Jack Link's Beef Jerky,/images/jack_links_beef_jerky.jpg,Meat,BOGO,,false
Tony's Chocolonely Chocolate Bar,/images/tonys_chocolonely_chocolate_bar.jpg,Grocery,BOGO,,false
Ole Queso Fresco Cheese,/images/ole_queso_fresco_cheese.jpg,Dairy,BOGO,,false
Ken's Steak House Dressing & Marinade,/images/kens_steak_house_dressing_marinade.jpg,Grocery,BOGO,,false
Golden Farms Mango Sauce,/images/golden_farms_mango_sauce.jpg,Grocery,BOGO,,false
Evercare Lint Roller,/images/evercare_lint_roller.jpg,Housewares,BOGO,,false
Milk-Bone Comfort Chews Dog Treats,/images/milkbone_comfort_chews_dog_treats.jpg,Pet,BOGO,,false
Mama Mary's Pizza Crust,/images/mama_marys_pizza_crust.jpg,Deli,BOGO,,false
Elit The Taste of Dubai Milk Chocolate,/images/elit_the_taste_of_dubai_milk_chocolate.jpg,Grocery,BOGO,,false
Panda Express Sauce,/images/panda_express_sauce.jpg,Grocery,BOGO,,false
Riceworks Gourmet Rice Snacks,/images/riceworks_gourmet_rice_snacks.jpg,Grocery,BOGO,,false
Chifles Plantain Snack Pack,/images/chifles_plantain_snack_pack.jpg,Grocery,BOGO,,false
Point Reyes Blue Cheese,/images/point_reyes_blue_cheese.jpg,Deli,BOGO,,false
Kraft Macaroni & Cheese,/images/kraft_macaroni_cheese.jpg,Grocery,BOGO,,false
Tim Hortons K-Cup Coffee,/images/tim_hortons_kcup_coffee.jpg,Grocery,BOGO,,false
Smithfield Smokehouse Reserve Smoked Bacon,/images/smithfield_smokehouse_reserve_smoked_bacon.jpg,Meat,BOGO,,false
Heath Riles BBQ Seasoning,/images/heath_riles_bbq_seasoning.jpg,Grocery,BOGO,,false
Cleanology Exfoliating Sock Mask,/images/cleanology_exfoliating_sock_mask.jpg,Beauty & Personal Care,BOGO,,false
Swaggerty's Sausage Patties,/images/swaggertys_sausage_patties.jpg,Meat,BOGO,,false
Righthide Hand-Crafted Dog Chews,/images/righthide_handcrafted_dog_chews.jpg,Pet,BOGO,,false
Annie's Macaroni & Cheese,/images/annies_macaroni_cheese.jpg,Grocery,BOGO,,false
Arizona Tea,/images/arizona_tea.jpg,Grocery,BOGO,,false
Arm & Hammer Scent Booster,/images/arm_hammer_scent_booster.jpg,Non-Foods,BOGO,Save $2.00 with digital coupon,false
Art of the Cooper Cabernet Sauvignon Wine,/images/art_of_the_cooper_cabernet_sauvignon_wine.jpg,Beer & Wine,BOGO,,false
Belvita Breakfast Biscuits,/images/belvita_breakfast_biscuits.jpg,Grocery,BOGO,,false
Ben & Jerry's Ice Cream Bars,/images/ben_jerrys_ice_cream_bars.jpg,Frozen Food,BOGO,,false
Betty Crocker Cookie Mix,/images/betty_crocker_cookie_mix.jpg,Grocery,BOGO,Save $0.50 with digital coupon,false
Betty Crocker Frosting,/images/betty_crocker_frosting.jpg,Grocery,BOGO,,false
Bic Disposable Razors,/images/bic_disposable_razors.jpg,Non-Foods,BOGO,,false
Borden Cheese Singles,/images/borden_cheese_singles.jpg,Dairy,BOGO,,false
Boston Market Home Style Meals,/images/boston_market_home_style_meals.jpg,Frozen Food,BOGO,,false
Buitoni Pasta,/images/buitoni_pasta.jpg,Meat,BOGO,,false
Cheez-It Baked Snack Crackers,/images/cheezit_baked_snack_crackers.jpg,Grocery,BOGO,,false
Citrus Magic Air Freshener,/images/citrus_magic_air_freshener.jpg,Housewares,BOGO,,false
Emerald Nuts,/images/emerald_nuts.jpg,Grocery,BOGO,,false
Enjoy Life 100% Real Chocolate Mini Chips,/images/enjoy_life_100_real_chocolate_mini_chips.jpg,Grocery,BOGO,,false
Entenmann's Products,/images/entenmanns_products.jpg,Grocery,BOGO,,false
Fancy Feast Gems Cat Food,/images/fancy_feast_gems_cat_food.jpg,Pet,BOGO,,false
Finish Dishwasher Detergent,/images/finish_dishwasher_detergent.jpg,Non-Foods,BOGO,,false
Flora Organic Strained Tomatoes,/images/flora_organic_strained_tomatoes.jpg,Grocery,BOGO,,false
Gorton's Shrimp,/images/gortons_shrimp.jpg,Frozen Food,BOGO,,false
Green Giant Frozen Vegetables,/images/green_giant_frozen_vegetables.jpg,Frozen Food,BOGO,,false
Heinz Tomato Ketchup,/images/heinz_tomato_ketchup.jpg,Grocery,BOGO,,false
Hillshire Farm Lunch Meats,/images/hillshire_farm_lunch_meats.jpg,Meat,BOGO,,false
Hot Shot Products,/images/hot_shot_products.jpg,Non-Foods,BOGO,,false
Kozy Shack Pudding,/images/kozy_shack_pudding.jpg,Dairy,BOGO,,false
Lay's Stax Potato Crisps,/images/lays_stax_potato_crisps.jpg,Grocery,BOGO,,false
Local Hive Hot Honey,/images/local_hive_hot_honey.jpg,Grocery,BOGO,,false
Maxwell House Ground Coffee,/images/maxwell_house_ground_coffee.jpg,Grocery,BOGO,,false
Mezzetta Products,/images/mezzetta_products.jpg,Grocery,BOGO,,false
Nabisco Handi-Snacks,/images/nabisco_handisnacks.jpg,Grocery,BOGO,,false
Nature Valley Granola Bars or Wafer Bars or Biscuits,/images/nature_valley_granola_bars_or_wafer_bars_or_biscuits.jpg,Grocery,BOGO,,false
Nestle Coffee Mate Coffee Creamer,/images/nestle_coffee_mate_coffee_creamer.jpg,Dairy,BOGO,,false
Nonni's Biscotti or Thinaddictives Almond Crisps,/images/nonnis_biscotti_or_thinaddictives_almond_crisps.jpg,Grocery,BOGO,,false
Odom's Tennessee Pride Sandwiches,/images/odoms_tennessee_pride_sandwiches.jpg,Frozen Food,BOGO,,false
Oikos Ready to Drink Protein Shake,/images/oikos_ready_to_drink_protein_shake.jpg,Protein|Health & Nutrition,BOGO,,false
Chateau de Berne Inspiration Cotes de Provence Rose Wine,/images/chateau_de_berne_inspiration_cotes_de_provence_rose_wine.jpg,Beer & Wine,BOGO,,false
Windfinder Cabernet Sauvignon Wine,/images/windfinder_cabernet_sauvignon_wine.jpg,Beer & Wine,BOGO,,false
Gum Sonic Power Toothbrush,/images/gum_sonic_power_toothbrush.jpg,Beauty & Personal Care,BOGO,,false
Salt & Twine Salami,/images/salt_twine_salami.jpg,Deli,BOGO,,false
Pastazara Organic Pasta,/images/pastazara_organic_pasta.jpg,Grocery,BOGO,,false
Pepperidge Farm Goldfish Baked Snack Crackers,/images/pepperidge_farm_goldfish_baked_snack_crackers.jpg,Grocery,BOGO,,false
Pillsbury Crescent or Cinnamon Rolls or Biscuits: Grands! or Flaky Layers,/images/pillsbury_crescent_or_cinnamon_rolls_or_biscuits_grands_or_flaky_layers.jpg,Dairy,BOGO,,false
Popsicle Ice Pops or Fudgsicle Fudge Bars,/images/popsicle_ice_pops_or_fudgsicle_fudge_bars.jpg,Frozen Food,BOGO,,false
Publix Swai Fillets,/images/publix_swai_fillets.jpg,Seafood,BOGO,,false
Publix Boneless Chicken Breast,/images/publix_boneless_chicken_breast.jpg,Meat,BOGO,,false
Resolve Carpet Cleaner,/images/resolve_carpet_cleaner.jpg,Non-Foods,BOGO,,false
Ripple Dairy-Free Plant-Based Milk,/images/ripple_dairyfree_plantbased_milk.jpg,Protein|Dairy,BOGO,,false
Silk Almond or Oat Creamer,/images/silk_almond_or_oat_creamer.jpg,Dairy,BOGO,,false
Skippy Peanut Butter,/images/skippy_peanut_butter.jpg,Grocery,BOGO,,false
Smithfield Bacon,/images/smithfield_bacon.jpg,Meat,BOGO,,false
Smucker's Uncrustables Sandwiches,/images/smuckers_uncrustables_sandwiches.jpg,Frozen Food,BOGO,,false
Soules Kitchen Chicken Fajitas,/images/soules_kitchen_chicken_fajitas.jpg,Protein|Frozen Food,BOGO,,false
"Stonewall Kitchen Jam, Jelly, or Marmalade",/images/stonewall_kitchen_jam_jelly_or_marmalade.jpg,Grocery,BOGO,,false
6-Pack Sweetwater Brewing Company Beer,/images/6pack_sweetwater_brewing_company_beer.jpg,Beer & Wine,BOGO,,false
Taco Bell Sauce,/images/taco_bell_sauce.jpg,Grocery,BOGO,,false
Totino's Pizza Rolls,/images/totinos_pizza_rolls.jpg,Frozen Food,BOGO,,false
Tyson Any'tizers Wings,/images/tyson_anytizers_wings.jpg,Protein|Frozen Food,BOGO,,false
Voortman Wafers,/images/voortman_wafers.jpg,Grocery,BOGO,,false
Windex Cleaners,/images/windex_cleaners.jpg,Non-Foods,BOGO,,false
Flora Grissini Italian Bread Sticks,/images/flora_grissini_italian_bread_sticks.jpg,Grocery,BOGO,,false
Mambo Pandebono,/images/mambo_pandebono.svg,Frozen Food,BOGO,,false
Crunchmaster Crackers,/images/crunchmaster_crackers.jpg,Deli,B2G1,,false
Mother Organic Kombucha,/images/mother_organic_kombucha.jpg,Produce,B2G1,,false
La Croix Sparkling Water,/images/la_croix_sparkling_water.jpg,Grocery,B2G1,,false
Zephyrhills Spring Water or Pure Life Purified Water,/images/zephyrhills_spring_water_or_pure_life_purified_water.jpg,Grocery,B2G1,,false
12-Pack Coca-Cola Products,/images/12pack_cocacola_products.jpg,Grocery,B2G1,,false
Sanpellegrino Sparkling Fruit Beverage,/images/sanpellegrino_sparkling_fruit_beverage.jpg,Grocery,B2G1,,false
Pepperidge Farm Cookies,/images/pepperidge_farm_cookies.jpg,Grocery,B2G1,,false
Vita Coco Coconut Water,/images/vita_coco_coconut_water.jpg,Grocery,B2G1,,false
10-Pack Pepsi Products,/images/10pack_pepsi_products.jpg,Grocery,B2G2,Save $3.00 with digital coupon,false
Pepsi Products,/images/pepsi_products.jpg,Grocery,B2G2,,false
Lindt Excellence Chocolate,/images/lindt_excellence_chocolate.jpg,Grocery,B2G1,,false
12-Pack 7UP Products,/images/12pack_7up_products.jpg,Grocery,B2G1,,false
6-Pack Poppi Prebiotic Soda,/images/6pack_poppi_prebiotic_soda.jpg,Grocery,B2G1,,false
Celsius Energy Drink,/images/celsius_energy_drink.jpg,Grocery,B2G1,,false
8-Pack Coca-Cola Soft Drink Products,/images/8pack_cocacola_soft_drink_products.jpg,Grocery,B2G1,,false
6-Pack Coca-Cola Soft Drink Products,/images/6pack_cocacola_soft_drink_products.jpg,Grocery,B2G2,,false
12-Pack Pepsi Products,/images/12pack_pepsi_products.jpg,Grocery,B2G1,,false
