name,imgSrc,categories,dealType,digitalCoupon,isSelected
Husky Bags,/images/husky_bags.jpg,Non-Foods,BOGO,,false
Peter Pan Peanut Butter,/images/peter_pan_peanut_butter.jpg,Grocery,BOGO,,false
Publix Chocolate Chip Cannoli Dip,/images/publix_chocolate_chip_cannoli_dip.jpg,Deli,BOGO,,false
Verde Farms Ground Beef,/images/verde_farms_ground_beef.jpg,Meat,BOGO,,false
Rice-A-Roni Rice,/images/ricearoni_rice.jpg,Grocery,BOGO,,false
"Pace Salsa, Picante Sauce, or Dip",/images/pace_salsa_picante_sauce_or_dip.jpg,Grocery,BOGO,,false
Topo Chico Sabores Flavored Sparkling Water,/images/topo_chico_sabores_flavored_sparkling_water.jpg,Grocery,BOGO,,false
Bush's Best Sidekicks Black Beans,/images/bushs_best_sidekicks_black_beans.jpg,Protein|Grocery,BOGO,,false
Sargento Shredded Cheese,/images/sargento_shredded_cheese.jpg,Dairy,BOGO,,false
Rachael Ray Nutrish Dog Food,/images/rachael_ray_nutrish_dog_food.jpg,,BOGO,,false
La Banderita Flour Tortillas,/images/la_banderita_flour_tortillas.jpg,Grocery,BOGO,,false
Nylabone Natural Nubz Dog Chews,/images/nylabone_natural_nubz_dog_chews.jpg,,BOGO,,false
Pero Family Farms Peppers,/images/pero_family_farms_peppers.jpg,Produce,BOGO,,false
12-Pack Zevia Zero Sugar Soda,/images/12pack_zevia_zero_sugar_soda.jpg,Grocery,BOGO,,false
Delectables Treats for Cats,/images/delectables_treats_for_cats.jpg,,BOGO,,false
Tyson Grilled Chicken Bites,/images/tyson_grilled_chicken_bites.jpg,Protein|Frozen Food,BOGO,,false
Quaker Chewy Granola Bars,/images/quaker_chewy_granola_bars.jpg,Grocery,BOGO,,false
Matlaw's New England Style Stuffed Clams,/images/matlaws_new_england_style_stuffed_clams.jpg,Frozen Food,BOGO,,false
Sugarbee Apples,/images/sugarbee_apples.jpg,Produce,BOGO,,false
Publix Red Seedless Watermelon Chunks,/images/publix_red_seedless_watermelon_chunks.jpg,Produce,BOGO,,false
Fresh Express Chopped Kit,/images/fresh_express_chopped_kit.jpg,Produce,BOGO,,false
Publix Tricolor Peppers,/images/publix_tricolor_peppers.jpg,Produce,BOGO,,false
Fresh Express Salad Blends,/images/fresh_express_salad_blends.jpg,Produce,BOGO,,false
Snack Factory Pretzel Crisps,/images/snack_factory_pretzel_crisps.jpg,Deli,BOGO,,false
Celebrity Goat Cheese,/images/celebrity_goat_cheese.jpg,Deli,BOGO,,false
Pilon Espresso Ground Coffee,/images/pilon_espresso_ground_coffee.jpg,Grocery,BOGO,,false
Mini Cupcakes,/images/mini_cupcakes.jpg,Bakery,BOGO,,false
Persian Limes,/images/persian_limes.jpg,Produce,BOGO,,false
Mott's 100% Juice,/images/motts_100_juice.jpg,Grocery,BOGO,,false
Vigo Saffron Yellow Rice,/images/vigo_saffron_yellow_rice.jpg,Grocery,BOGO,,false
Nutty & Fruity Mango,/images/nutty_fruity_mango.jpg,Produce,BOGO,,false
Mott's Applesauce,/images/motts_applesauce.jpg,Grocery,BOGO,,false
Entenmann's Products,/images/entenmanns_products.jpg,Grocery,BOGO,,false
Tastykake Mini Donuts,/images/tastykake_mini_donuts.jpg,Grocery,BOGO,,false
Belgioioso Grated Parmesan Cheese,/images/belgioioso_grated_parmesan_cheese.jpg,Deli,BOGO,,false
Cedar's Tzatziki,/images/cedars_tzatziki.jpg,Deli,BOGO,,false
Wise Potato Chips,/images/wise_potato_chips.jpg,Grocery,BOGO,,false
Chicken of the Sea Chunk Light Tuna,/images/chicken_of_the_sea_chunk_light_tuna.jpg,Seafood|Grocery,BOGO,,false
Health-Ade Organic Kombucha,/images/healthade_organic_kombucha.jpg,Produce,BOGO,,false
Bolthouse Farms Protein Shake,/images/bolthouse_farms_protein_shake.jpg,Produce,BOGO,,false
Jarritos Soda,/images/jarritos_soda.jpg,Grocery,BOGO,,false
Zico Pure Organic Coconut Water,/images/zico_pure_organic_coconut_water.jpg,Produce,BOGO,,false
Bridgford Pepperoni,/images/bridgford_pepperoni.jpg,Meat,BOGO,,false
Bare Baked Chips,/images/bare_baked_chips.jpg,Produce,BOGO,,false
Pretzilla Soft Pretzel Burger Buns,/images/pretzilla_soft_pretzel_burger_buns.jpg,Deli,BOGO,,false
Mission Flour Tortillas,/images/mission_flour_tortillas.jpg,Grocery,BOGO,,false
Blue Diamond Almonds,/images/blue_diamond_almonds.jpg,Grocery,BOGO,,false
Tabasco Sauce,/images/tabasco_sauce.jpg,Grocery,BOGO,,false
Good Foods Avocado Salsa,/images/good_foods_avocado_salsa.jpg,Produce,BOGO,,false
Carando Meatballs,/images/carando_meatballs.jpg,Meat,BOGO,,false
Mythreesons Gourmet Pimento Cheese,/images/mythreesons_gourmet_pimento_cheese.jpg,Deli,BOGO,,false
Banquet Brown'N Serve Sausage Links,/images/banquet_brownn_serve_sausage_links.jpg,Meat,BOGO,,false
Darrell Lea Licorice,/images/darrell_lea_licorice.jpg,Grocery,BOGO,,false
Carando Italian Sausage,/images/carando_italian_sausage.jpg,Meat,BOGO,,false
Egglife Power Pasta Fettuccine,/images/egglife_power_pasta_fettuccine.jpg,Dairy,BOGO,,false
Skinny Butcher Crazy Crispy Chicken Bites,/images/skinny_butcher_crazy_crispy_chicken_bites.jpg,Meat,BOGO,,false
Hormel Dinty Moore Entrees,/images/hormel_dinty_moore_entrees.jpg,Grocery,BOGO,,false
Field Roast Vegan Italian Sausage,/images/field_roast_vegan_italian_sausage.jpg,Produce,BOGO,,false
Stur Water Enhancer,/images/stur_water_enhancer.jpg,Grocery,BOGO,,false
Beyond Plant-Based Product,/images/beyond_plantbased_product.jpg,Meat,BOGO,,false
Popwell Prebiotic Flavored Soda,/images/popwell_prebiotic_flavored_soda.jpg,Grocery,BOGO,,false
Sol-ti Superade,/images/solti_superade.jpg,Produce,BOGO,,false
Slate Protein Shake,/images/slate_protein_shake.jpg,Health & Nutrition,BOGO,,false
Vitafusion Vitamins or Supplements,/images/vitafusion_vitamins_or_supplements.jpg,Health & Nutrition,BOGO,Save $3.00 with digital coupon,false
Annie's Macaroni & Cheese,/images/annies_macaroni_cheese.jpg,Grocery,BOGO,Save $5.00 with digital coupon,false
Flora Organic Beans,/images/flora_organic_beans.jpg,Grocery,BOGO,,false
8-Pack Carbliss Vodka Cocktail,/images/8pack_carbliss_vodka_cocktail.jpg,Liquor,BOGO,,false
Monster Energy Drink,/images/monster_energy_drink.jpg,Grocery,BOGO,,false
Air Wick Scented Oil Warmer,/images/air_wick_scented_oil_warmer.jpg,Housewares,BOGO,,false
Bertolli Olive Oil,/images/bertolli_olive_oil.jpg,Grocery,BOGO,,false
Brillo Scrub Max Sponge,/images/brillo_scrub_max_sponge.jpg,Non-Foods,BOGO,,false
Built Puff Protein Bar,/images/built_puff_protein_bar.jpg,Protein|Health & Nutrition,BOGO,,false
Citterio Il Pacchetto Prosciutto or Salame,/images/citterio_il_pacchetto_prosciutto_or_salame.jpg,Deli,BOGO,,false
Country Crock Spread,/images/country_crock_spread.jpg,Dairy,BOGO,,false
Dalmatia Spreads,/images/dalmatia_spreads.jpg,Deli,BOGO,,false
Del Vento Pinot Grigio Wine,/images/del_vento_pinot_grigio_wine.jpg,Beer & Wine,BOGO,,false
Devour Entree,/images/devour_entree.jpg,Protein|Frozen Food,BOGO,,false
Evian Natural Spring Water,/images/evian_natural_spring_water.jpg,Grocery,BOGO,,false
French's Mustard,/images/frenchs_mustard.jpg,Grocery,BOGO,,false
Frick's Sliced Ham,/images/fricks_sliced_ham.jpg,Meat,BOGO,,false
General Electric LED Night Light,/images/general_electric_led_night_light.jpg,Non-Foods,BOGO,,false
Gerber Organic or Natural Baby Food,/images/gerber_organic_or_natural_baby_food.jpg,Baby,BOGO,,false
Ghost Energy Drink,/images/ghost_energy_drink.jpg,Grocery,BOGO,,false
Glaceau Vitaminwater,/images/glaceau_vitaminwater.jpg,Grocery,BOGO,,false
Greenfield Egg Bites,/images/greenfield_egg_bites.jpg,Protein|Frozen Food,BOGO,,false
Hamburger Helper Pasta,/images/hamburger_helper_pasta.jpg,Grocery,BOGO,,false
Hunt's Tomatoes or Tomato Sauce or Rotel Tomatoes,/images/hunts_tomatoes_or_tomato_sauce_or_rotel_tomatoes.jpg,Grocery,BOGO,,false
Keynote Cabernet Sauvignon Wine,/images/keynote_cabernet_sauvignon_wine.jpg,Beer & Wine,BOGO,,false
Kraft Macaroni & Cheese,/images/kraft_macaroni_cheese.jpg,Grocery,BOGO,,false
Kraft Cheese Singles,/images/kraft_cheese_singles.jpg,Meat,BOGO,,false
Lunchables,/images/lunchables.jpg,Meat,BOGO,,false
Made by James Reserve Cabernet Sauvignon Wine,/images/made_by_james_reserve_cabernet_sauvignon_wine.jpg,Beer & Wine,BOGO,,false
McCormick Spices,/images/mccormick_spices.jpg,Grocery,BOGO,,false
"McCormick Seasoning or Gravy Mix, or Marinade",/images/mccormick_seasoning_or_gravy_mix_or_marinade.jpg,Grocery,BOGO,,false
Millie Moon Sensitive Wipes,/images/millie_moon_sensitive_wipes.jpg,Baby,BOGO,,false
Mush Overnight Oats,/images/mush_overnight_oats.jpg,Protein|Dairy,BOGO,,false
Nabisco Handi-Snacks,/images/nabisco_handisnacks.jpg,Grocery,BOGO,,false
Nature's Way Alive! Dietary Supplement,/images/natures_way_alive_dietary_supplement.jpg,Health & Nutrition,BOGO,,false
Nutrail Nut Granola,/images/nutrail_nut_granola.jpg,Protein|Grocery,BOGO,,false
Oatly! Oatmilk,/images/oatly_oatmilk.jpg,Dairy,BOGO,,false
Seven Sundays Cereal,/images/seven_sundays_cereal.jpg,Grocery,BOGO,,false
Gum Sonic Power Toothbrush,/images/gum_sonic_power_toothbrush.jpg,Beauty & Personal Care,BOGO,,false
Jackson's Veggie Straws or Potato Chips,/images/jacksons_veggie_straws_or_potato_chips.jpg,Grocery,BOGO,,false
Bear Fruit Snacks,/images/bear_fruit_snacks.jpg,Grocery,BOGO,,false
Noka Superfood Smoothies,/images/noka_superfood_smoothies.jpg,Protein|Grocery,BOGO,,false
"Budget Saver Popsicles, Assorted Twin Pops",/images/budget_saver_popsicles_assorted_twin_pops.jpg,Frozen Food,BOGO,,false
Tast!ez Snacks,/images/tastez_snacks.jpg,Frozen Food,BOGO,,false
Blender Bites 1 Step Smoothie,/images/blender_bites_1_step_smoothie.jpg,Frozen Food,BOGO,,false
Perdue Air Fryer Ready Wings,/images/perdue_air_fryer_ready_wings.jpg,Protein|Frozen Food,BOGO,,false
Planters Peanuts,/images/planters_peanuts.jpg,Grocery,BOGO,,false
Polaner Fruit Spread,/images/polaner_fruit_spread.jpg,Grocery,BOGO,,false
Post Cereal-All,/images/post_cerealall.jpg,Grocery,BOGO,,false
Prime Fresh Delicatessen Lunch Meats,/images/prime_fresh_delicatessen_lunch_meats.jpg,Meat,BOGO,,false
Publix Bacon Wrapped Pork Tenderloin,/images/publix_bacon_wrapped_pork_tenderloin.jpg,Meat,BOGO,,false
Publix Ibuprofen Pain Reliever Fever Reducer,/images/publix_ibuprofen_pain_reliever_fever_reducer.jpg,Health & Nutrition,BOGO,,false
Purina One True Instincts or Smartblend Dog Food,/images/purina_one_true_instincts_or_smartblend_dog_food.jpg,,BOGO,,false
Quaker Instant Oatmeal or Instant Grits,/images/quaker_instant_oatmeal_or_instant_grits.jpg,Grocery,BOGO,,false
"Quaker Life Cereal, Family Size",/images/quaker_life_cereal_family_size.jpg,Grocery,BOGO,,false
Queso-Melt Cheese Dip,/images/quesomelt_cheese_dip.jpg,Dairy,BOGO,,false
Red Baron Pizza,/images/red_baron_pizza.jpg,Frozen Food,BOGO,,false
Sambazon Acai Bowl,/images/sambazon_acai_bowl.jpg,Frozen Food,BOGO,,false
6-Pack Shiner Beer,/images/6pack_shiner_beer.jpg,Beer & Wine,BOGO,,false
Skittles or Bliss Life Freeze Dried Candy,/images/skittles_or_bliss_life_freeze_dried_candy.jpg,Grocery,BOGO,,false
Smucker's Sugar Free Preserves,/images/smuckers_sugar_free_preserves.jpg,Grocery,BOGO,,false
Snapple Tea or Juice Drink,/images/snapple_tea_or_juice_drink.jpg,Grocery,BOGO,,false
All Fabric Softener or Sheets,/images/all_fabric_softener_or_sheets.jpg,Non-Foods,BOGO,,false
St. Ives Body Wash,/images/st_ives_body_wash.jpg,Beauty & Personal Care,BOGO,,false
Thomas' Bagels,/images/thomas_bagels.jpg,Grocery,BOGO,,false
Three Dog Bakery Treats for Dogs,/images/three_dog_bakery_treats_for_dogs.jpg,,BOGO,,false
Top Cup Aluminum Cups,/images/top_cup_aluminum_cups.jpg,Non-Foods,BOGO,,false
Town House or Club Crackers,/images/town_house_or_club_crackers.jpg,Grocery,BOGO,,false
Tyson Chicken Sliders,/images/tyson_chicken_sliders.jpg,Frozen Food,BOGO,,false
Tyson Breaded Chicken,/images/tyson_breaded_chicken.jpg,Protein|Frozen Food,BOGO,,false
Vandori Sparkling Prosecco Wine,/images/vandori_sparkling_prosecco_wine.jpg,Beer & Wine,BOGO,,false
Wasa Crispbread,/images/wasa_crispbread.jpg,Grocery,BOGO,,false
Welch's Fruit Snacks,/images/welchs_fruit_snacks.jpg,Grocery,BOGO,,false
Whole Fruit Fruit Bars,/images/whole_fruit_fruit_bars.jpg,Frozen Food,BOGO,,false
Wild Willies Products,/images/wild_willies_products.jpg,Beauty & Personal Care,BOGO,,false
Yogi Organic Tea Bags,/images/yogi_organic_tea_bags.jpg,Grocery,BOGO,,false
Poppi Prebiotic Soda,/images/poppi_prebiotic_soda.jpg,Protein|Grocery,B2G1,,false
Like Air Drizzled Rice Cakes,/images/like_air_drizzled_rice_cakes.jpg,Deli,B2G1,,false
Firehook Crackers,/images/firehook_crackers.jpg,Deli,B2G1,,false
Naked Juice Smoothie,/images/naked_juice_smoothie.jpg,Produce,B2G1,,false
Kevita Master Brew Kombucha,/images/kevita_master_brew_kombucha.jpg,Produce,B2G1,,false
Chick-Fil-A Waffle Potato Chips,/images/chickfila_waffle_potato_chips.jpg,Grocery,B2G1,,false
12-Pack Coca-Cola Products,/images/12pack_cocacola_products.jpg,Grocery,B2G1,,false
Bodyarmor Sports Drink,/images/bodyarmor_sports_drink.jpg,Grocery,B2G1,,false
Propel Water Beverage or Energy Boost Electrolyte Water,/images/propel_water_beverage_or_energy_boost_electrolyte_water.jpg,Grocery,B2G1,,false
Lipton Tea,/images/lipton_tea.jpg,Grocery,B2G1,,false
12-Pack Pepsi Products,/images/12pack_pepsi_products.jpg,Grocery,B2G1,,false
Zephyrhills Spring Water or Pure Life Purified Water,/images/zephyrhills_spring_water_or_pure_life_purified_water.jpg,Grocery,B2G1,,false
Pepsi Products,/images/pepsi_products.jpg,Grocery,B2G1,,false
10-Pack Pepsi Products,/images/10pack_pepsi_products.jpg,Grocery,B2G1,Save $3.00 with digital coupon,false
Pure Leaf Tea,/images/pure_leaf_tea.jpg,Grocery,B2G2,,false
Electrolit Electrolyte Beverage,/images/electrolit_electrolyte_beverage.jpg,Grocery,B2G1,,false
Starbucks Frappuccino Chilled Coffee Drink,/images/starbucks_frappuccino_chilled_coffee_drink.jpg,Grocery,B2G1,,false
12-Pack 7UP Products,/images/12pack_7up_products.jpg,Grocery,B2G1,,false
8-Pack Coca-Cola Soft Drink Products,/images/8pack_cocacola_soft_drink_products.jpg,Grocery,B2G2,,false
6-Pack Coca-Cola Soft Drink Products,/images/6pack_cocacola_soft_drink_products.jpg,Grocery,B2G1,,false
Starbucks Frappuccino Chilled Coffee Drink or Doubleshot,/images/starbucks_frappuccino_chilled_coffee_drink_or_doubleshot.jpg,Grocery,B2G1,,false
