name,imgSrc,categories,dealType,digitalCoupon,isSelected
Publix Red Seedless Watermelon Chunks,https://raw.githubusercontent.com/Galigos162/publix-bogo-data/main/images/publix_red_seedless_watermelon_chunks.jpg,Produce,BOGO,,false
Publix Tea or Lemonade,https://raw.githubusercontent.com/Galigos162/publix-bogo-data/main/images/publix_tea_or_lemonade.jpg,Deli,BOGO,,false
GreenWise Organic White Mushrooms,https://raw.githubusercontent.com/Galigos162/publix-bogo-data/main/images/greenwise_organic_white_mushrooms.jpg,Produce,BOGO,,false
Pompeian Imported Olive Oil,https://raw.githubusercontent.com/Galigos162/publix-bogo-data/main/images/pompeian_imported_olive_oil.jpg,Grocery,BOGO,,false
General Mills Cereal-All,https://raw.githubusercontent.com/Galigos162/publix-bogo-data/main/images/general_mills_cerealall.jpg,Grocery,BOGO,Save $1.00 with digital coupon,false
Gatorade Thirst Quencher,https://raw.githubusercontent.com/Galigos162/publix-bogo-data/main/images/gatorade_thirst_quencher.jpg,Grocery,BOGO,,false
Nature's Own Perfectly Crafted Bread,https://raw.githubusercontent.com/Galigos162/publix-bogo-data/main/images/natures_own_perfectly_crafted_bread.jpg,Grocery,BOGO,,false
Sara Lee Honey Wheat Bread,https://raw.githubusercontent.com/Galigos162/publix-bogo-data/main/images/sara_lee_honey_wheat_bread.jpg,Grocery,BOGO,,false
Thomas' Swirl Bread,https://raw.githubusercontent.com/Galigos162/publix-bogo-data/main/images/thomas_swirl_bread.jpg,Grocery,BOGO,,false
Lavazza Ground Coffee,https://raw.githubusercontent.com/Galigos162/publix-bogo-data/main/images/lavazza_ground_coffee.jpg,Grocery,BOGO,,false
Heinz Tomato Ketchup,https://raw.githubusercontent.com/Galigos162/publix-bogo-data/main/images/heinz_tomato_ketchup.jpg,Grocery,BOGO,,false
Carbone Sauce,https://raw.githubusercontent.com/Galigos162/publix-bogo-data/main/images/carbone_sauce.jpg,Grocery,BOGO,,false
Unreal Dark Chocolate Bars,https://raw.githubusercontent.com/Galigos162/publix-bogo-data/main/images/unreal_dark_chocolate_bars.jpg,Grocery,BOGO,,false
Cape Cod Kettle Cooked Potato Chips,https://raw.githubusercontent.com/Galigos162/publix-bogo-data/main/images/cape_cod_kettle_cooked_potato_chips.jpg,Grocery,BOGO,,false
Nabisco Honey Maid Grahams,https://raw.githubusercontent.com/Galigos162/publix-bogo-data/main/images/nabisco_honey_maid_grahams.jpg,Grocery,BOGO,,false
Bodyarmor Sports Drink,https://raw.githubusercontent.com/Galigos162/publix-bogo-data/main/images/bodyarmor_sports_drink.jpg,Grocery,BOGO,,false
Dot's Homestyle Pretzels,https://raw.githubusercontent.com/Galigos162/publix-bogo-data/main/images/dots_homestyle_pretzels.jpg,Grocery,BOGO,,false
Chex Mix Snack Mix,https://raw.githubusercontent.com/Galigos162/publix-bogo-data/main/images/chex_mix_snack_mix.jpg,Grocery,BOGO,Save $0.75 with digital coupon,false
I Can't Believe It's Not Butter! Spread,https://raw.githubusercontent.com/Galigos162/publix-bogo-data/main/images/i_cant_believe_its_not_butter_spread.jpg,Dairy,BOGO,,false
Stouffer's Family Size Entree,https://raw.githubusercontent.com/Galigos162/publix-bogo-data/main/images/stouffers_family_size_entree.jpg,Frozen Food,BOGO,,false
Stonyfield Organic Yogurt,https://raw.githubusercontent.com/Galigos162/publix-bogo-data/main/images/stonyfield_organic_yogurt.jpg,Protein|Dairy,BOGO,,false
Birds Eye Vegetables,https://raw.githubusercontent.com/Galigos162/publix-bogo-data/main/images/birds_eye_vegetables.jpg,Frozen Food,BOGO,,false
Breyers Ice Cream,https://raw.githubusercontent.com/Galigos162/publix-bogo-data/main/images/breyers_ice_cream.jpg,Frozen Food,BOGO,,false
Haagen-Dazs Ice Cream,https://raw.githubusercontent.com/Galigos162/publix-bogo-data/main/images/haagendazs_ice_cream.jpg,Frozen Food,BOGO,,false
Gorton's Fish Sticks or Fillets,https://raw.githubusercontent.com/Galigos162/publix-bogo-data/main/images/gortons_fish_sticks_or_fillets.jpg,Frozen Food,BOGO,,false
Califia Farms Cold Brew Coffee,https://raw.githubusercontent.com/Galigos162/publix-bogo-data/main/images/califia_farms_cold_brew_coffee.jpg,Dairy,BOGO,,false
Colgate Optic White Stain Fighter Toothpaste,https://raw.githubusercontent.com/Galigos162/publix-bogo-data/main/images/colgate_optic_white_stain_fighter_toothpaste.jpg,Beauty & Personal Care,BOGO,Save $4.00 with digital coupon,false
