name,imgSrc,categories,dealType,digitalCoupon,isSelected
Hormel Marinated Pork Tenderloin,https://raw.githubusercontent.com/Galigos162/publix-bogo-data/main/images/hormel_marinated_pork_tenderloin.jpg,Protein|Meat,BOGO,,false
Sargento Shredded Cheese,https://raw.githubusercontent.com/Galigos162/publix-bogo-data/main/images/sargento_shredded_cheese.jpg,Dairy,BOGO,,false
Twinings of London Tea Bags,https://raw.githubusercontent.com/Galigos162/publix-bogo-data/main/images/twinings_of_london_tea_bags.jpg,Grocery,BOGO,,false
Nature's Own Butterbread,https://raw.githubusercontent.com/Galigos162/publix-bogo-data/main/images/natures_own_butterbread.jpg,Grocery,BOGO,,false
Pillsbury Cake Mix,https://raw.githubusercontent.com/Galigos162/publix-bogo-data/main/images/pillsbury_cake_mix.jpg,Grocery,BOGO,,false
Kettle & Fire Bone Broth,https://raw.githubusercontent.com/Galigos162/publix-bogo-data/main/images/kettle_fire_bone_broth.jpg,Grocery,BOGO,,false
General Mills Cinnamon Toast Crunch Cereal,https://raw.githubusercontent.com/Galigos162/publix-bogo-data/main/images/general_mills_cinnamon_toast_crunch_cereal.jpg,Grocery,BOGO,Save $1.00 with digital coupon,false
Kraft Dressing,https://raw.githubusercontent.com/Galigos162/publix-bogo-data/main/images/kraft_dressing.jpg,Grocery,BOGO,,false
Sweet Baby Ray's Gourmet Sauces,https://raw.githubusercontent.com/Galigos162/publix-bogo-data/main/images/sweet_baby_rays_gourmet_sauces.jpg,Grocery,BOGO,,false
V8 Splash Beverage,https://raw.githubusercontent.com/Galigos162/publix-bogo-data/main/images/v8_splash_beverage.jpg,Grocery,BOGO,,false
Sunchips Snacks,https://raw.githubusercontent.com/Galigos162/publix-bogo-data/main/images/sunchips_snacks.jpg,Grocery,BOGO,,false
Ritz Cracker Sandwiches,https://raw.githubusercontent.com/Galigos162/publix-bogo-data/main/images/ritz_cracker_sandwiches.jpg,Grocery,BOGO,,false
"Reese's, Hershey's, or Payday Candy",https://raw.githubusercontent.com/Galigos162/publix-bogo-data/main/images/reeses_hersheys_or_payday_candy.jpg,Grocery,BOGO,,false
Eternal Spring Water,https://raw.githubusercontent.com/Galigos162/publix-bogo-data/main/images/eternal_spring_water.jpg,Grocery,BOGO,,false
Emerald Nuts,https://raw.githubusercontent.com/Galigos162/publix-bogo-data/main/images/emerald_nuts.jpg,Grocery,BOGO,,false
Nellie's Free Range Large Eggs,https://raw.githubusercontent.com/Galigos162/publix-bogo-data/main/images/nellies_free_range_large_eggs.jpg,Protein|Dairy,BOGO,,false
Ben & Jerry's Ice Cream,https://raw.githubusercontent.com/Galigos162/publix-bogo-data/main/images/ben_jerrys_ice_cream.jpg,Frozen Food,BOGO,,false
Edy's Ice Cream or Frozen Dairy Dessert,https://raw.githubusercontent.com/Galigos162/publix-bogo-data/main/images/edys_ice_cream_or_frozen_dairy_dessert.jpg,Frozen Food,BOGO,,false
Painterland Sisters Organic Skyr Yogurt,https://raw.githubusercontent.com/Galigos162/publix-bogo-data/main/images/painterland_sisters_organic_skyr_yogurt.jpg,Protein|Dairy,BOGO,,false
Too Good & Co. Coffee Creamer,https://raw.githubusercontent.com/Galigos162/publix-bogo-data/main/images/too_good_co_coffee_creamer.jpg,Dairy,BOGO,,false
Celentano Pasta,https://raw.githubusercontent.com/Galigos162/publix-bogo-data/main/images/celentano_pasta.jpg,Frozen Food,BOGO,,false
1st Phorm Level-1 Protein Bar,https://raw.githubusercontent.com/Galigos162/publix-bogo-data/main/images/1st_phorm_level1_protein_bar.jpg,Protein|Health & Nutrition,BOGO,,false
Cottonelle Bathroom Tissue,https://raw.githubusercontent.com/Galigos162/publix-bogo-data/main/images/cottonelle_bathroom_tissue.jpg,Non-Foods,BOGO,,false
Arm & Hammer Laundry Detergent,https://raw.githubusercontent.com/Galigos162/publix-bogo-data/main/images/arm_hammer_laundry_detergent.jpg,Non-Foods,BOGO,,false
All Laundry Detergent,https://raw.githubusercontent.com/Galigos162/publix-bogo-data/main/images/all_laundry_detergent.jpg,Non-Foods,BOGO,Save $1.50 with digital coupon,false
Sparkle Paper Towels,https://raw.githubusercontent.com/Galigos162/publix-bogo-data/main/images/sparkle_paper_towels.jpg,Non-Foods,BOGO,,false
The Pink Stuff Toilet or Bathroom Cleaner,https://raw.githubusercontent.com/Galigos162/publix-bogo-data/main/images/the_pink_stuff_toilet_or_bathroom_cleaner.jpg,Non-Foods,BOGO,,false
Invisible Glass Glass Cleaner,https://raw.githubusercontent.com/Galigos162/publix-bogo-data/main/images/invisible_glass_glass_cleaner.jpg,Non-Foods,BOGO,,false
Handi-foil Pans,https://raw.githubusercontent.com/Galigos162/publix-bogo-data/main/images/handifoil_pans.jpg,Housewares,BOGO,,false
Once Upon a Farm Snacks,https://raw.githubusercontent.com/Galigos162/publix-bogo-data/main/images/once_upon_a_farm_snacks.jpg,Baby,BOGO,,false
Beech-Nut Organics Baby Food,https://raw.githubusercontent.com/Galigos162/publix-bogo-data/main/images/beechnut_organics_baby_food.jpg,Baby,BOGO,,false
I and Love and You Dog Food,https://raw.githubusercontent.com/Galigos162/publix-bogo-data/main/images/i_and_love_and_you_dog_food.jpg,Pet,BOGO,,false
Philips LED Light Bulbs,https://raw.githubusercontent.com/Galigos162/publix-bogo-data/main/images/philips_led_light_bulbs.jpg,Non-Foods,BOGO,,false
Greenies Dental Treats for Dogs,https://raw.githubusercontent.com/Galigos162/publix-bogo-data/main/images/greenies_dental_treats_for_dogs.jpg,Pet,BOGO,,false
Kodiak Flapjack & Waffle Mix,https://raw.githubusercontent.com/Galigos162/publix-bogo-data/main/images/kodiak_flapjack_waffle_mix.jpg,Protein|Grocery,BOGO,,false
